5 digit NTD ID,4 digit NTD ID,Agency,Mode,TOS,Active,Reporter Type,Organization Type ,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY, Fares FY , Operating Expenses FY , Average Cost per Trip FY , Average Fares per Trip FY 
30009,3009,City of Petersburg ,DR,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",PETERSBURG,VA,45,"Richmond, VA",492,"953,556",7,"72,422",2021,6,2021,,,,,,,  
30009,3009,City of Petersburg ,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",PETERSBURG,VA,45,"Richmond, VA",492,"953,556",7,"72,422",2021,6,2021,,,,,,,  
30010,3010,Lehigh and Northampton Transportation Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALLENTOWN,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2021,6,2021,"1,394,925","151,387",9.21," $3,289,400 "," $8,116,485 ", $53.61 , $21.73 
30010,3010,Lehigh and Northampton Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALLENTOWN,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2021,6,2021,"14,137,934","2,636,010",5.36," $1,307,140 "," $29,399,401 ", $11.15 , $0.50 
30010,3010,Lehigh and Northampton Transportation Authority,MB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,ALLENTOWN,PA,61,"Allentown, PA-NJ",346,"664,651",324,"533,100",2021,6,2021,,,,,,,  
30011,3011,Altoona Metro Transit,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALTOONA,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2021,6,2021,308,75,4.11, $70 ," $3,109 ", $41.45 , $0.93 
30011,3011,Altoona Metro Transit,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALTOONA,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2021,6,2021,"21,762","5,246",4.15," $17,933 "," $85,839 ", $16.36 , $3.42 
30011,3011,Altoona Metro Transit,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALTOONA,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2021,6,2021,"1,552,539","314,830",4.93," $523,399 "," $5,446,974 ", $17.30 , $1.66 
30011,3011,Altoona Metro Transit,MB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,ALTOONA,PA,359,"Altoona, PA",37,"79,930",25,"69,608",2021,6,2021,,,,,,,  
30012,3012,Cambria County Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,JOHNSTOWN,PA,400,"Johnstown, PA",39,"69,014",688,"133,472",2021,6,2021,"195,019","28,534",6.83," $442,766 "," $1,332,953 ", $46.71 , $15.52 
30012,3012,Cambria County Transit Authority,DR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,JOHNSTOWN,PA,400,"Johnstown, PA",39,"69,014",688,"133,472",2021,6,2021,,,,,,,  
30012,3012,Cambria County Transit Authority,IP,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,JOHNSTOWN,PA,400,"Johnstown, PA",39,"69,014",688,"133,472",2021,6,2021,"3,433","20,193",0.17," $40,784 "," $488,588 ", $24.20 , $2.02 
30012,3012,Cambria County Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,JOHNSTOWN,PA,400,"Johnstown, PA",39,"69,014",688,"133,472",2021,6,2021,"2,368,363","701,839",3.37," $391,425 "," $9,084,195 ", $12.94 , $0.56 
30013,3013,Erie Metropolitan Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ERIE,PA,183,"Erie, PA",82,"196,611",77,"189,872",2021,6,2021,"799,851","107,820",7.42," $1,455,884 "," $4,064,558 ", $37.70 , $13.50 
30013,3013,Erie Metropolitan Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ERIE,PA,183,"Erie, PA",82,"196,611",77,"189,872",2021,6,2021,"2,438,038","738,907",3.30," $857,228 "," $13,679,185 ", $18.51 , $1.16 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,HARRISBURG,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2021,6,2021,"536,882","65,170",8.24," $774,293 "," $3,001,594 ", $46.06 , $11.88 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,HARRISBURG,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2021,6,2021,"461,238","62,569",7.37," $54,534 "," $1,383,308 ", $22.11 , $0.87 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,DR,TX,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,HARRISBURG,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2021,6,2021,,,,,,,  
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,HARRISBURG,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2021,6,2021,"5,126,332","951,340",5.39," $1,228,536 "," $15,936,949 ", $16.75 , $1.29 
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,MB,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,HARRISBURG,PA,86,"Harrisburg, PA",260,"444,474",137,"511,009",2021,6,2021,"69,840","10,673",6.54," $130,134 "," $402,358 ", $37.70 , $12.19 
30015,3015,Luzerne County Transportation Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,KINGSTON,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2021,6,2021,"634,940","79,970",7.94," $122,993 "," $3,739,597 ", $46.76 , $1.54 
30015,3015,Luzerne County Transportation Authority,DR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,KINGSTON,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2021,6,2021,,,,,,,  
30015,3015,Luzerne County Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,KINGSTON,PA,99,"Scranton, PA",171,"381,502",56,"295,020",2021,6,2021,"2,465,952","746,504",3.30," $80,481 "," $9,956,014 ", $13.34 , $0.11 
30018,3018,Red Rose Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Lancaster,PA,91,"Lancaster, PA",248,"402,004",952,"420,920",2016,6,2016,"3,569,355","296,155",12.05," $286,140 "," $6,343,016 ", $21.42 , $0.97 
30018,3018,Red Rose Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Lancaster,PA,91,"Lancaster, PA",248,"402,004",952,"420,920",2016,6,2016,"8,867,481","1,911,095",4.64," $2,430,687 "," $9,013,283 ", $4.72 , $1.27 
30019,3019,Southeastern Pennsylvania Transportation Authority,CR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"92,146,351","6,871,251",13.41," $27,975,734 "," $282,492,994 ", $41.11 , $4.07 
30019,3019,Southeastern Pennsylvania Transportation Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"3,164,694","511,572",6.19," $1,936,430 "," $42,540,956 ", $83.16 , $3.79 
30019,3019,Southeastern Pennsylvania Transportation Authority,HR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"126,097,585","28,642,836",4.40," $34,560,566 "," $206,672,297 ", $7.22 , $1.21 
30019,3019,Southeastern Pennsylvania Transportation Authority,LR,DO,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,,,,,,,  
30019,3019,Southeastern Pennsylvania Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"187,793,685","60,285,701",3.12," $75,562,323 "," $654,621,108 ", $10.86 , $1.25 
30019,3019,Southeastern Pennsylvania Transportation Authority,MB,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"141,581","21,512",6.58," $2,327 "," $769,631 ", $35.78 , $0.11 
30019,3019,Southeastern Pennsylvania Transportation Authority,SR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"19,033,147","7,452,795",2.55," $9,715,467 "," $77,536,862 ", $10.40 , $1.30 
30019,3019,Southeastern Pennsylvania Transportation Authority,TB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PHILADELPHIA,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567",836,"3,439,497",2021,6,2021,"4,132,774","2,026,394",2.04," $2,309,743 "," $13,230,552 ", $6.53 , $1.14 
30022,3022,Port Authority of Allegheny County,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PITTSBURGH,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,250,578",2021,6,2021,"4,479,541","667,101",6.71," $7,207,692 "," $30,776,792 ", $46.14 , $10.80 
30022,3022,Port Authority of Allegheny County,IP,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PITTSBURGH,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,250,578",2021,6,2021,"23,936","204,830",0.12," $242,104 "," $1,222,377 ", $5.97 , $1.18 
30022,3022,Port Authority of Allegheny County,IP,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,PITTSBURGH,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,250,578",2021,6,2021,,,,,,,  
30022,3022,Port Authority of Allegheny County,LR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PITTSBURGH,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,250,578",2021,6,2021,"5,707,414","1,460,121",3.91," $1,950,155 "," $71,145,337 ", $48.73 , $1.34 
30022,3022,Port Authority of Allegheny County,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,PITTSBURGH,PA,27,"Pittsburgh, PA",905,"1,733,853",775,"1,250,578",2021,6,2021,"82,792,873","20,136,048",4.11," $28,493,730 "," $341,419,658 ", $16.96 , $1.42 
30023,3023,Beaver County Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Rochester,PA,27,"Pittsburgh, PA",905,"1,733,853",440,"170,539",2021,6,2021,"554,036","50,829",10.90," $567,075 "," $2,064,474 ", $40.62 , $11.16 
30023,3023,Beaver County Transit Authority,DR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,Rochester,PA,27,"Pittsburgh, PA",905,"1,733,853",440,"170,539",2021,6,2021,,,,,,,  
30023,3023,Beaver County Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Rochester,PA,27,"Pittsburgh, PA",905,"1,733,853",440,"170,539",2021,6,2021,"3,910,109","327,878",11.93," $432,055 "," $5,308,570 ", $16.19 , $1.32 
30024,3024,Berks Area Regional Transportation Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"1,370,734","184,735",7.42," $174,294 "," $4,273,662 ", $23.13 , $0.94 
30024,3024,Berks Area Regional Transportation Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"773,220","55,981",13.81," $107,303 "," $1,499,999 ", $26.79 , $1.92 
30024,3024,Berks Area Regional Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Reading,PA,140,"Reading, PA",104,"266,254",864,"411,442",2016,6,2016,"12,320,094","2,898,770",4.25," $2,880,188 "," $9,998,950 ", $3.45 , $0.99 
30025,3025,County of Lackawanna Transit System,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SCRANTON,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2021,6,2021,"438,205","71,873",6.10," $43,940 "," $4,766,430 ", $66.32 , $0.61 
30025,3025,County of Lackawanna Transit System,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SCRANTON,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2021,6,2021,"112,239","11,731",9.57," $8,852 "," $116,511 ", $9.93 , $0.75 
30025,3025,County of Lackawanna Transit System,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SCRANTON,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2021,6,2021,"1,987,947","395,990",5.02," $609,135 "," $8,071,776 ", $20.38 , $1.54 
30025,3025,County of Lackawanna Transit System,MB,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SCRANTON,PA,99,"Scranton, PA",171,"381,502",170,"214,437",2021,6,2021,"114,050","22,584",5.05," $24,213 "," $281,935 ", $12.48 , $1.07 
30026,3026,City of Williamsport,DR,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WILLIAMSPORT,PA,462,"Williamsport, PA",27,"56,142",92,"67,938",2021,6,2021,,,,,,,  
30026,3026,City of Williamsport,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WILLIAMSPORT,PA,462,"Williamsport, PA",27,"56,142",92,"67,938",2021,6,2021,"83,085","4,815",17.26," $19,258 "," $176,539 ", $36.66 , $4.00 
30026,3026,City of Williamsport,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WILLIAMSPORT,PA,462,"Williamsport, PA",27,"56,142",92,"67,938",2021,6,2021,"2,716,039","639,068",4.25," $462,205 "," $7,471,367 ", $11.69 , $0.72 
30027,3027,Central Pennsylvania Transportation Authority,CB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,"1,407,972","57,582",24.45," $164,434 "," $1,414,897 ", $24.57 , $2.86 
30027,3027,Central Pennsylvania Transportation Authority,CB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,,,,,,,  
30027,3027,Central Pennsylvania Transportation Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,"6,038,674","492,154",12.27," $13,017,924 "," $13,302,852 ", $27.03 , $26.45 
30027,3027,Central Pennsylvania Transportation Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,"700,447","50,572",13.85," $25,944 "," $1,160,873 ", $22.95 , $0.51 
30027,3027,Central Pennsylvania Transportation Authority,DR,TX,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,"10,001",666,15.02, $259 ," $18,439 ", $27.69 , $0.39 
30027,3027,Central Pennsylvania Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,"5,040,577","1,245,734",4.05," $1,165,215 "," $10,553,640 ", $8.47 , $0.94 
30027,3027,Central Pennsylvania Transportation Authority,MB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,,,,,,,  
30027,3027,Central Pennsylvania Transportation Authority,VP,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,YORK,PA,158,"York, PA",132,"232,045","5,060","1,232,111",2020,6,2020,,,,,,,  
30030,3030,Washington Metropolitan Area Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,8,"Washington, DC-VA-MD","1,322","4,586,770","1,349","4,914,725",2021,6,2021,"8,720,576","1,058,839",8.24," $4,389,022 "," $143,599,067 ", $135.62 , $4.15 
30030,3030,Washington Metropolitan Area Transit Authority,DR,TX,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,8,"Washington, DC-VA-MD","1,322","4,586,770","1,349","4,914,725",2021,6,2021,"55,225","5,663",9.75," $26,887 "," $550,625 ", $97.23 , $4.75 
30030,3030,Washington Metropolitan Area Transit Authority,HR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,8,"Washington, DC-VA-MD","1,322","4,586,770","1,349","4,914,725",2021,6,2021,"199,671,853","36,550,201",5.46," $77,256,463 "," $1,244,974,967 ", $34.06 , $2.11 
30030,3030,Washington Metropolitan Area Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,8,"Washington, DC-VA-MD","1,322","4,586,770","1,349","4,914,725",2021,6,2021,"156,237,247","51,179,137",3.05," $19,559,823 "," $704,319,606 ", $13.76 , $0.38 
30030,3030,Washington Metropolitan Area Transit Authority,MB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,WASHINGTON,DC,8,"Washington, DC-VA-MD","1,322","4,586,770","1,349","4,914,725",2021,6,2021,"6,546,471","1,146,530",5.71," $806,991 "," $15,309,370 ", $13.35 , $0.70 
30034,3034,Maryland Transit Administration,CB,PT,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"75,476,512","2,619,035",28.82," $14,786,099 "," $56,462,154 ", $21.56 , $5.65 
30034,3034,Maryland Transit Administration,CR,PT,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"197,632,189","6,680,248",29.58," $37,208,606 "," $161,245,715 ", $24.14 , $5.57 
30034,3034,Maryland Transit Administration,DR,DO,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"97,202","12,232",7.95," $13,009 "," $1,674,192 ", $136.87 , $1.06 
30034,3034,Maryland Transit Administration,DR,PT,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"16,808,141","1,693,896",9.92," $1,303,300 "," $105,382,245 ", $62.21 , $0.77 
30034,3034,Maryland Transit Administration,DR,TX,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"3,864,280","799,577",4.83," $1,892,661 "," $26,489,284 ", $33.13 , $2.37 
30034,3034,Maryland Transit Administration,HR,DO,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"27,957,087","5,864,191",4.77," $7,960,336 "," $70,765,671 ", $12.07 , $1.36 
30034,3034,Maryland Transit Administration,LR,DO,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"26,579,844","4,652,718",5.71," $4,682,551 "," $46,077,929 ", $9.90 , $1.01 
30034,3034,Maryland Transit Administration,MB,DO,Active,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,"173,691,360","55,439,277",3.13," $34,182,621 "," $337,048,792 ", $6.08 , $0.62 
30034,3034,Maryland Transit Administration,MB,PT,Inactive,Full Reporter,State Government Unit or Department of Transportation,BALTIMORE,MD,19,"Baltimore, MD",717,"2,203,663","2,560","7,811,145",2020,6,2020,,,,,,,  
30035,3035,Ohio Valley Regional Transportation Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WHEELING,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2020,9,2020,"18,110","3,681",4.92," $8,016 "," $362,009 ", $98.35 , $2.18 
30035,3035,Ohio Valley Regional Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,WHEELING,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2020,9,2020,"1,090,686","311,051",3.51," $275,561 "," $4,048,220 ", $13.01 , $0.89 
30036,3036,City of Charlottesville,DR,PT,Inactive,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2021,6,2021,,,,,,,  
30036,3036,City of Charlottesville,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2021,6,2021,,,,,,,  
30040,3040,City of Annapolis,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",ANNAPOLIS,MD,19,"Baltimore, MD",717,"2,203,663",20,"97,649",2021,6,2021,,,,,,,  
30041,3041,Board of Commissioners of Allegany County Maryland,DR,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",CUMBERLAND,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2021,6,2021,,,,,,,  
30041,3041,Board of Commissioners of Allegany County Maryland,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",CUMBERLAND,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2021,6,2021,,,,,,,  
30042,3042,Washington County ,DR,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",HAGERSTOWN,MD,189,"Hagerstown, MD-WV-PA",133,"182,696",70,"48,220",2021,6,2021,,,,,,,  
30042,3042,Washington County ,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",HAGERSTOWN,MD,189,"Hagerstown, MD-WV-PA",133,"182,696",70,"48,220",2021,6,2021,,,,,,,  
30044,3044,Westmoreland County ,DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBURG,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2021,6,2021,"1,326,448","118,467",11.20," $205,615 "," $4,203,892 ", $35.49 , $1.74 
30044,3044,Westmoreland County ,DR,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBURG,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2021,6,2021,,,,,,,  
30044,3044,Westmoreland County ,DR,TX,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBURG,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2021,6,2021,,,,,,,  
30044,3044,Westmoreland County ,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBURG,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2021,6,2021,"1,155,916","113,076",10.22," $185,430 "," $5,588,336 ", $49.42 , $1.64 
30044,3044,Westmoreland County ,MB,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREENSBURG,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2021,6,2021,,,,,,,  
30045,3045,"JAUNT, Inc.",CB,DO,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,CHARLOTTESVILLE,VA,317,"Charlottesville, VA",35,"92,359","2,719","273,354",2021,6,2021,"538,728","21,931",24.56, $208 ," $1,045,291 ", $47.66 , $0.01 
30045,3045,"JAUNT, Inc.",DR,DO,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,CHARLOTTESVILLE,VA,317,"Charlottesville, VA",35,"92,359","2,719","273,354",2021,6,2021,"924,461","126,037",7.33," $165,840 "," $8,591,401 ", $68.17 , $1.32 
30048,3048,County of Howard,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,19,"Baltimore, MD",717,"2,203,663",251,"321,113",2021,6,2021,"449,995","54,066",8.32," $106,904 "," $3,503,104 ", $64.79 , $1.98 
30048,3048,County of Howard,DR,TX,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,19,"Baltimore, MD",717,"2,203,663",251,"321,113",2021,6,2021,"3,381",300,11.27," $3,200 "," $25,465 ", $84.88 , $10.67 
30048,3048,County of Howard,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ELLICOTT CITY,MD,19,"Baltimore, MD",717,"2,203,663",251,"321,113",2021,6,2021,"1,462,711","269,010",5.44," $207,555 "," $11,944,492 ", $44.40 , $0.77 
30050,3050,"G G and C Bus Company, Inc.",DR,DO,Inactive,,,Pittsburgh,PA,22,"Pittsburgh, PA",,,,,2008,,,,,,,,,  
30050,3050,"G G and C Bus Company, Inc.",MB,DO,Inactive,,,Pittsburgh,PA,22,"Pittsburgh, PA",,,,,2008,,,,,,,,,  
30051,3051,"Montgomery County, Maryland",DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"1,062,061",2021,6,2021,0,0,, $-   , $-   ,,  
30051,3051,"Montgomery County, Maryland",DR,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"1,062,061",2021,6,2021,,,,,,,  
30051,3051,"Montgomery County, Maryland",DR,TX,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"1,062,061",2021,6,2021,,,,,,,  
30051,3051,"Montgomery County, Maryland",MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"1,062,061",2021,6,2021,"39,749,981","10,078,042",3.94," $249,843 "," $138,279,560 ", $13.72 , $0.02 
30051,3051,"Montgomery County, Maryland",MB,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ROCKVILLE,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"1,062,061",2021,6,2021,,,,,,,  
30054,3054,Centre Area Transportation Authority,DR,DO,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,335,"State College, PA",29,"87,454",92,"104,135",2021,6,2021,"92,127","14,590",6.31," $50,344 "," $310,607 ", $21.29 , $3.45 
30054,3054,Centre Area Transportation Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,STATE COLLEGE,PA,335,"State College, PA",29,"87,454",92,"104,135",2021,6,2021,"109,727","16,757",6.55," $50,825 "," $837,091 ", $49.95 , $3.03 
